step_time,reward,total_stopped,total_wait_time
25205.0,0.0,0,0.0
25210.0,0.0,2,0.0
25215.0,0.0,2,3.0
25220.0,0.0,2,11.0
25225.0,-0.01,7,29.0
25230.0,-0.049999999999999996,10,64.0
25235.0,-0.05,9,101.0
25240.0,-0.05,12,147.0
25245.0,-0.04999999999999999,16,213.0
25250.0,-0.09,21,305.0
25255.0,-0.18,23,413.0
25260.0,-0.16000000000000003,24,527.0
25265.0,-0.26,27,657.0
25270.0,-0.39,33,811.0
25275.0,-0.34999999999999987,35,974.0
25280.0,-0.42999999999999994,38,1157.0
25285.0,-0.4500000000000002,42,1361.0
25290.0,-0.48999999999999977,43,1575.0
25295.0,-0.4400000000000004,42,1784.0
25300.0,-0.48,44,2001.0
25305.0,-0.49999999999999956,46,2229.0
25310.0,-0.5,46,2459.0
25315.0,-0.5,48,2689.0
25320.0,-0.5,48,2927.0
25325.0,-0.5,49,3167.0
25330.0,-0.5,49,3407.0
25335.0,-0.5,49,3649.0
25340.0,-0.5700000000000003,53,3907.0
25345.0,-0.5999999999999996,54,4173.0
25350.0,-0.6500000000000004,57,4449.0
25355.0,-0.6500000000000004,57,4732.0
25360.0,-0.6500000000000004,58,5019.0
25365.0,-0.6499999999999986,58,5309.0
25370.0,-0.6500000000000004,59,5599.0
25375.0,-0.6899999999999995,59,5893.0
25380.0,-0.7000000000000011,59,6188.0
25385.0,-0.7200000000000006,60,6485.0
25390.0,-0.75,61,6785.0
25395.0,-0.75,60,7085.0
25400.0,-0.75,60,7385.0
25405.0,-0.75,63,7694.0
25410.0,-0.75,64,8012.0
25415.0,-0.75,66,8337.0
25420.0,-0.7699999999999996,68,8668.0
25425.0,-0.8000000000000007,68,9008.0
25430.0,-0.8099999999999987,70,9353.0
25435.0,-0.8500000000000014,71,9704.0
25440.0,-0.8499999999999979,71,10059.0
25445.0,-0.8900000000000006,73,10418.0
25450.0,-0.8999999999999986,73,10782.0
25455.0,-0.9000000000000021,73,11147.0
25460.0,-0.8999999999999986,74,11513.0
25465.0,-0.9000000000000021,75,11883.0
25470.0,-0.8999999999999986,74,12253.0
25475.0,-0.9400000000000013,76,12629.0
25480.0,-0.9699999999999989,78,13012.0
25485.0,-1.0399999999999991,82,13414.0
25490.0,-1.0500000000000007,83,13829.0
25495.0,-1.0499999999999972,85,14252.0
25500.0,-1.0500000000000043,86,14681.0
25505.0,-1.0499999999999972,87,15111.0
25510.0,-1.0500000000000043,86,15541.0
25515.0,-1.0899999999999963,88,15975.0
25520.0,-1.1000000000000014,88,16412.0
25525.0,-1.1000000000000014,88,16852.0
25530.0,-1.1099999999999994,89,17293.0
25535.0,-1.1499999999999986,89,17738.0
25540.0,-1.1499999999999986,89,18183.0
25545.0,-1.1499999999999986,89,18628.0
25550.0,-1.1500000000000057,89,19073.0
25555.0,-1.1499999999999986,89,19518.0
25560.0,-1.2100000000000009,93,19969.0
25565.0,-1.25,92,20429.0
25570.0,-1.25,92,20889.0
25575.0,-1.25,94,21351.0
25580.0,-1.2800000000000011,94,21819.0
25585.0,-1.2999999999999972,95,22292.0
25590.0,-1.3200000000000003,97,22769.0
25595.0,-1.3500000000000014,98,23252.0
25600.0,-1.4199999999999946,100,23749.0
25605.0,-1.4500000000000028,100,24249.0
25610.0,-1.509999999999998,104,24761.0
25615.0,-1.5500000000000043,106,25285.0
25620.0,-1.5900000000000034,106,25811.0
25625.0,-1.5999999999999943,107,26341.0
25630.0,-1.6500000000000057,108,26879.0
25635.0,-1.6499999999999915,108,27419.0
25640.0,-1.6599999999999966,109,27960.0
25645.0,-1.7000000000000028,109,28505.0
25650.0,-1.730000000000004,110,29053.0
25655.0,-1.8599999999999994,113,29616.0
25660.0,-1.9000000000000057,113,30183.0
25665.0,-1.8999999999999915,113,30748.0
25670.0,-1.9000000000000057,113,31313.0
25675.0,-1.8999999999999915,113,31878.0
25680.0,-1.9000000000000057,113,32443.0
25685.0,-1.9000000000000057,113,33008.0
25690.0,-1.9200000000000017,114,33575.0
25695.0,-1.9499999999999886,114,34145.0
25700.0,-1.9500000000000028,114,34715.0
25705.0,-1.9500000000000028,114,35285.0
25710.0,-2.0,115,35856.0
25715.0,-2.039999999999992,116,36435.0
25720.0,-2.0500000000000114,116,37015.0
25725.0,-2.0600000000000023,118,37597.0
25730.0,-2.1299999999999955,119,38190.0
25735.0,-2.1499999999999915,119,38785.0
25740.0,-2.1500000000000057,119,39380.0
25745.0,-2.1500000000000057,119,39975.0
25750.0,-2.1499999999999915,119,40570.0
25755.0,-2.1500000000000057,119,41165.0
25760.0,-2.1499999999999915,120,41760.0
25765.0,-2.1500000000000057,119,42355.0
25770.0,-2.1500000000000057,120,42954.0
25775.0,-2.1499999999999915,120,43554.0
25780.0,-2.1500000000000057,120,44154.0
25785.0,-2.1500000000000057,120,44754.0
25790.0,-2.1500000000000057,120,45354.0
25795.0,-2.1499999999999773,120,45954.0
25800.0,-2.1500000000000057,120,46554.0
25805.0,-2.1500000000000057,120,47154.0
25810.0,-2.1500000000000057,120,47754.0
25815.0,-2.1500000000000057,120,48354.0
25820.0,-2.1499999999999773,120,48954.0
25825.0,-2.1500000000000057,121,49554.0
25830.0,-2.1500000000000057,122,50156.0
25835.0,-2.1500000000000057,121,50761.0
25840.0,-2.1500000000000057,121,51367.0
25845.0,-2.1499999999999773,121,51973.0
25850.0,-2.1500000000000057,121,52578.0
25855.0,-2.1500000000000057,121,53183.0
25860.0,-2.1999999999999886,122,53793.0
25865.0,-2.200000000000017,122,54402.0
25870.0,-2.1999999999999886,122,55012.0
25875.0,-2.200000000000017,123,55622.0
25880.0,-2.2299999999999898,124,56235.0
25885.0,-2.25,123,56850.0
25890.0,-2.25,123,57464.0
25895.0,-2.25,123,58079.0
25900.0,-2.25,123,58694.0
25905.0,-2.25,123,59309.0
25910.0,-2.25,123,59924.0
25915.0,-2.25,124,60539.0
25920.0,-2.280000000000001,124,61158.0
25925.0,-2.299999999999983,126,61784.0
25930.0,-2.3000000000000114,126,62414.0
25935.0,-2.3000000000000114,126,63044.0
25940.0,-2.299999999999983,126,63673.0
25945.0,-2.3000000000000114,129,64309.0
25950.0,-2.299999999999983,130,64957.0
25955.0,-2.3000000000000114,134,65619.0
25960.0,-2.3000000000000114,135,66291.0
25965.0,-2.3100000000000023,139,66975.0
25970.0,-2.3499999999999943,140,67672.0
25975.0,-2.3499999999999943,140,68372.0
25980.0,-2.3499999999999943,140,69072.0
25985.0,-2.3499999999999943,140,69772.0
25990.0,-2.3500000000000227,144,70477.0
25995.0,-2.3499999999999943,142,71187.0
26000.0,-2.4199999999999875,145,71904.0
26005.0,-2.450000000000017,145,72624.0
26010.0,-2.4499999999999886,145,73344.0
26015.0,-2.4499999999999886,146,74069.0
26020.0,-2.450000000000017,148,74800.0
26025.0,-2.4499999999999886,147,75535.0
26030.0,-2.480000000000018,149,76273.0
26035.0,-2.5,151,77022.0
26040.0,-2.5,150,77773.0
26045.0,-2.5,150,78523.0
26050.0,-2.5,151,79277.0
26055.0,-2.5,153,80041.0
26060.0,-2.5,155,80810.0
26065.0,-2.4999999999999716,154,81580.0
26070.0,-2.509999999999991,156,82351.0
26075.0,-2.6000000000000227,158,83134.0
26080.0,-2.6499999999999773,163,83929.0
26085.0,-2.650000000000034,163,84736.0
26090.0,-2.6499999999999773,162,85546.0
26095.0,-2.650000000000034,166,86369.0
26100.0,-2.669999999999959,166,87199.0
26105.0,-2.6899999999999977,168,88034.0
26110.0,-2.670000000000016,171,88878.0
26115.0,-2.759999999999991,174,89735.0
26120.0,-2.819999999999993,177,90609.0
26125.0,-2.930000000000007,179,91500.0
26130.0,-2.9499999999999886,181,92401.0
26135.0,-2.9500000000000455,181,93306.0
26140.0,-2.990000000000009,183,94215.0
26145.0,-3.0499999999999545,184,95130.0
26150.0,-3.1000000000000227,185,96054.0
