step_time,reward,total_stopped,total_wait_time
25205.0,0.0,0,0.0
25210.0,0.0,0,0.0
25215.0,0.0,0,0.0
25220.0,-0.04,1,4.0
25225.0,0.03,0,1.0
25230.0,0.01,0,0.0
25235.0,0.0,0,0.0
25240.0,0.0,0,0.0
25245.0,0.0,1,0.0
25250.0,0.0,1,0.0
25255.0,-0.07,2,7.0
25260.0,-0.12,4,19.0
25265.0,-0.22999999999999998,6,42.0
25270.0,-0.34,8,76.0
25275.0,-0.18999999999999995,10,95.0
25280.0,-0.48,13,143.0
25285.0,-0.5700000000000001,12,200.0
25290.0,-0.6699999999999999,15,267.0
25295.0,-0.77,18,344.0
25300.0,-0.8500000000000001,18,429.0
25305.0,-0.9100000000000001,20,520.0
25310.0,-1.0,22,620.0
25315.0,-1.1499999999999995,23,735.0
25320.0,-1.200000000000001,24,855.0
25325.0,-1.2299999999999986,25,978.0
25330.0,-1.290000000000001,28,1107.0
25335.0,-1.3499999999999996,27,1242.0
25340.0,-1.4000000000000004,28,1382.0
25345.0,-1.4900000000000002,32,1531.0
25350.0,-1.549999999999999,31,1686.0
25355.0,-1.5500000000000007,31,1841.0
25360.0,-1.629999999999999,36,2004.0
25365.0,-1.8000000000000007,39,2184.0
25370.0,-1.879999999999999,38,2372.0
25375.0,-2.0100000000000016,41,2573.0
25380.0,-2.2699999999999996,48,2800.0
25385.0,-2.4800000000000004,51,3048.0
25390.0,-2.650000000000002,54,3313.0
25395.0,-2.6999999999999957,54,3583.0
25400.0,-2.8400000000000034,59,3867.0
25405.0,-2.9099999999999966,59,4158.0
25410.0,-3.020000000000003,62,4460.0
25415.0,-3.1400000000000006,64,4774.0
25420.0,-3.210000000000001,66,5095.0
25425.0,-3.289999999999999,66,5424.0
25430.0,-3.309999999999995,67,5755.0
25435.0,-3.3500000000000014,67,6090.0
25440.0,-3.4100000000000037,69,6431.0
25445.0,-3.4599999999999937,69,6777.0
25450.0,-3.6200000000000045,73,7139.0
25455.0,-3.760000000000005,77,7515.0
25460.0,-3.8299999999999983,78,7898.0
25465.0,-3.8999999999999915,78,8288.0
25470.0,-3.960000000000008,80,8684.0
25475.0,-4.030000000000001,82,9087.0
25480.0,-4.060000000000002,82,9493.0
25485.0,-4.219999999999999,86,9915.0
25490.0,-4.299999999999997,87,10345.0
25495.0,3.049999999999997,76,10040.0
25500.0,9.170000000000002,67,9123.0
25505.0,7.810000000000002,60,8342.0
25510.0,8.400000000000006,55,7502.0
25515.0,7.450000000000003,57,6757.0
25520.0,2.1599999999999966,59,6541.0
25525.0,-1.7600000000000051,61,6717.0
25530.0,-3.0999999999999943,64,7027.0
25535.0,-3.200000000000003,64,7347.0
25540.0,-1.8799999999999955,64,7535.0
25545.0,-3.25,65,7860.0
25550.0,-3.25,65,8185.0
25555.0,-3.25,65,8510.0
25560.0,-3.3200000000000074,68,8842.0
25565.0,-3.4399999999999977,69,9186.0
25570.0,-3.469999999999999,70,9533.0
25575.0,-3.519999999999996,72,9885.0
25580.0,-3.6099999999999994,73,10246.0
25585.0,-3.680000000000007,74,10614.0
25590.0,-3.719999999999999,74,10986.0
25595.0,-3.739999999999995,77,11360.0
25600.0,5.579999999999998,66,10802.0
25605.0,13.909999999999997,58,9411.0
25610.0,-2.6899999999999977,51,9680.0
25615.0,-2.3800000000000097,50,9918.0
25620.0,-2.3899999999999864,50,10157.0
25625.0,-2.510000000000005,50,10408.0
25630.0,3.760000000000005,40,10032.0
25635.0,11.679999999999993,31,8864.0
25640.0,-1.5799999999999983,33,9022.0
25645.0,-1.2600000000000051,29,9148.0
25650.0,-1.5499999999999972,36,9303.0
25655.0,-1.8400000000000034,43,9487.0
25660.0,-2.269999999999996,53,9714.0
25665.0,-2.6400000000000006,56,9978.0
25670.0,-2.9200000000000017,60,10270.0
25675.0,-2.9099999999999966,64,10561.0
25680.0,-3.3900000000000006,72,10900.0
25685.0,-4.069999999999993,80,11307.0
25690.0,-4.340000000000003,87,11741.0
25695.0,-4.280000000000001,89,12169.0
25700.0,2.8299999999999983,81,11886.0
25705.0,9.939999999999998,69,10892.0
25710.0,-2.6200000000000045,60,11154.0
25715.0,-2.4799999999999898,58,11402.0
25720.0,-3.010000000000005,59,11703.0
25725.0,-3.049999999999997,68,12008.0
25730.0,-2.8700000000000045,60,12295.0
25735.0,-1.8699999999999903,56,12482.0
25740.0,5.179999999999993,50,11964.0
25745.0,11.64,43,10800.0
25750.0,-1.3499999999999943,38,10935.0
25755.0,-2.1500000000000057,50,11150.0
25760.0,5.150000000000006,42,10635.0
25765.0,11.5,29,9485.0
25770.0,4.1699999999999875,30,9068.0
25775.0,-1.4799999999999898,29,9216.0
25780.0,-0.8500000000000085,30,9301.0
25785.0,4.52000000000001,30,8849.0
25790.0,12.769999999999996,19,7572.0
25795.0,1.230000000000004,20,7449.0
25800.0,-1.240000000000009,29,7573.0
25805.0,-1.7199999999999989,37,7745.0
25810.0,-2.1099999999999994,43,7956.0
25815.0,-2.3599999999999994,50,8192.0
25820.0,-2.7099999999999937,56,8463.0
25825.0,-2.980000000000004,63,8761.0
25830.0,3.1299999999999955,60,8448.0
25835.0,10.170000000000002,44,7431.0
25840.0,3.4099999999999966,40,7090.0
25845.0,3.280000000000001,40,6762.0
25850.0,2.9200000000000017,37,6470.0
25855.0,-1.75,35,6645.0
25860.0,-1.789999999999992,37,6824.0
25865.0,-1.8900000000000006,40,7013.0
25870.0,-2.240000000000009,48,7237.0
25875.0,-2.6599999999999966,56,7503.0
25880.0,3.6200000000000045,52,7141.0
25885.0,15.29,36,5612.0
25890.0,-1.3300000000000054,30,5745.0
25895.0,-1.5599999999999952,35,5901.0
25900.0,6.719999999999999,22,5229.0
25905.0,11.32,14,4097.0
25910.0,2.6599999999999966,12,3831.0
25915.0,6.270000000000003,19,3204.0
25920.0,2.099999999999998,16,2994.0
25925.0,9.220000000000002,6,2072.0
25930.0,-0.8599999999999994,10,2158.0
25935.0,-0.75,18,2233.0
25940.0,-0.870000000000001,17,2320.0
25945.0,-0.9400000000000013,21,2414.0
25950.0,-1.1099999999999994,25,2525.0
25955.0,-1.2800000000000011,27,2653.0
25960.0,-1.3900000000000006,30,2792.0
25965.0,-1.4699999999999989,30,2939.0
25970.0,-1.5899999999999999,33,3098.0
25975.0,-1.6699999999999982,36,3265.0
25980.0,3.169999999999998,26,2948.0
25985.0,6.699999999999999,21,2278.0
25990.0,4.940000000000001,19,1784.0
25995.0,3.8499999999999996,12,1399.0
26000.0,1.120000000000001,11,1287.0
26005.0,-0.7400000000000002,16,1361.0
26010.0,-1.1100000000000012,25,1472.0
26015.0,1.1500000000000004,19,1357.0
26020.0,4.9399999999999995,16,863.0
26025.0,0.16000000000000014,16,847.0
26030.0,0.41000000000000014,11,806.0
26035.0,1.4800000000000004,6,658.0
26040.0,3.75,10,283.0
26045.0,-0.5699999999999998,12,340.0
26050.0,-0.7799999999999998,19,418.0
26055.0,-0.11000000000000032,21,429.0
26060.0,1.4700000000000002,12,282.0
26065.0,0.75,9,207.0
26070.0,-0.020000000000000018,9,209.0
26075.0,-0.22999999999999998,9,232.0
26080.0,-0.4500000000000002,9,277.0
26085.0,-0.4500000000000002,9,322.0
26090.0,-0.45999999999999996,10,368.0
26095.0,0.54,6,314.0
26100.0,1.3,1,184.0
26105.0,-0.020000000000000018,1,186.0
26110.0,-0.05999999999999983,3,192.0
26115.0,-0.22999999999999998,5,215.0
26120.0,-0.25,5,240.0
26125.0,-0.28000000000000025,6,268.0
26130.0,-0.34999999999999964,7,303.0
26135.0,-0.3600000000000003,7,339.0
26140.0,-0.4299999999999997,10,382.0
26145.0,-0.56,12,438.0
26150.0,-0.6000000000000005,13,498.0
26155.0,-0.5999999999999996,13,558.0
26160.0,-0.5999999999999996,12,618.0
26165.0,0.7999999999999998,11,538.0
26170.0,0.9699999999999998,9,441.0
26175.0,0.6100000000000003,9,380.0
26180.0,-0.3200000000000003,8,412.0
26185.0,-0.5599999999999996,14,468.0
26190.0,1.7499999999999996,11,293.0
26195.0,-0.04999999999999982,7,298.0
26200.0,0.3599999999999999,4,262.0
26205.0,0.6400000000000001,9,198.0
26210.0,-0.43000000000000016,10,241.0
26215.0,-0.5299999999999998,11,294.0
26220.0,0.52,4,242.0
26225.0,0.8999999999999999,5,152.0
26230.0,-0.29000000000000004,8,181.0
26235.0,-0.3599999999999999,11,217.0
26240.0,-0.6699999999999999,14,284.0
26245.0,-0.8500000000000001,18,369.0
26250.0,-0.9600000000000004,22,465.0
26255.0,-1.2799999999999994,28,593.0
26260.0,-1.37,28,730.0
26265.0,-1.3999999999999995,28,870.0
26270.0,-1.450000000000001,30,1015.0
26275.0,-1.5399999999999991,32,1169.0
26280.0,-1.7300000000000004,38,1342.0
26285.0,-1.83,39,1525.0
26290.0,-1.9899999999999984,41,1724.0
26295.0,-2.120000000000001,45,1936.0
26300.0,-2.330000000000002,48,2169.0
26305.0,-2.509999999999998,52,2420.0
26310.0,-2.650000000000002,54,2685.0
26315.0,-2.719999999999999,55,2957.0
26320.0,-2.799999999999997,56,3237.0
26325.0,-2.8000000000000043,56,3517.0
26330.0,-2.8200000000000003,57,3799.0
26335.0,-2.9499999999999957,60,4094.0
26340.0,-3.020000000000003,61,4396.0
26345.0,-3.1000000000000014,63,4706.0
26350.0,-3.25,66,5031.0
26355.0,-3.299999999999997,66,5361.0
26360.0,-3.3299999999999983,67,5694.0
26365.0,-3.4100000000000037,69,6035.0
26370.0,-3.5,70,6385.0
26375.0,-3.5800000000000054,72,6743.0
26380.0,-3.6799999999999926,76,7111.0
26385.0,-3.760000000000005,77,7487.0
26390.0,-3.8599999999999994,79,7873.0
26395.0,2.240000000000009,68,7649.0
26400.0,6.769999999999996,53,6972.0
26405.0,1.269999999999996,40,6845.0
26410.0,8.96,30,5949.0
26415.0,-1.5399999999999991,34,6103.0
26420.0,-1.9799999999999969,43,6301.0
26425.0,-2.3800000000000026,53,6539.0
26430.0,-2.8499999999999943,62,6824.0
26435.0,-3.230000000000004,68,7147.0
26440.0,-3.5700000000000074,73,7504.0
26445.0,-3.6599999999999966,74,7870.0
26450.0,-3.780000000000001,77,8248.0
26455.0,-3.950000000000003,80,8643.0
26460.0,-4.009999999999991,81,9044.0
26465.0,-4.090000000000003,83,9453.0
26470.0,-4.170000000000002,85,9870.0
26475.0,-4.209999999999994,85,10291.0
26480.0,-4.25,85,10716.0
26485.0,-4.25,85,11141.0
26490.0,-4.299999999999997,86,11571.0
26495.0,-4.320000000000007,87,12003.0
26500.0,-4.349999999999994,87,12438.0
26505.0,-4.439999999999998,91,12882.0
26510.0,-4.550000000000011,92,13337.0
26515.0,-4.599999999999994,93,13797.0
26520.0,-4.640000000000015,93,14261.0
26525.0,-4.75,96,14736.0
26530.0,-4.849999999999994,99,15221.0
26535.0,-1.4499999999999886,98,15366.0
26540.0,2.039999999999992,95,15162.0
26545.0,-2.0,94,15362.0
26550.0,-1.6599999999999966,89,15528.0
26555.0,-4.4199999999999875,94,15970.0
26560.0,-4.7900000000000205,99,16449.0
26565.0,-4.929999999999978,99,16942.0
26570.0,-4.990000000000009,101,17441.0
26575.0,-5.0,100,17941.0
26580.0,-5.030000000000001,102,18444.0
26585.0,-5.090000000000003,102,18953.0
26590.0,-5.150000000000006,105,19468.0
26595.0,-5.340000000000003,110,20002.0
26600.0,-5.449999999999989,110,20547.0
26605.0,-5.460000000000008,110,21093.0
26610.0,-5.560000000000002,113,21649.0
26615.0,-5.599999999999994,112,22209.0
26620.0,-5.6200000000000045,114,22771.0
26625.0,-5.75,116,23346.0
26630.0,-5.799999999999983,116,23926.0
26635.0,-5.800000000000011,116,24506.0
26640.0,-5.800000000000011,116,25086.0
26645.0,-5.819999999999993,119,25668.0
26650.0,-5.939999999999998,121,26262.0
26655.0,-6.089999999999975,122,26871.0
26660.0,9.75,111,25896.0
26665.0,37.99999999999997,96,22096.0
26670.0,-1.5300000000000011,91,22249.0
26675.0,3.8400000000000034,93,21865.0
26680.0,11.140000000000015,92,20751.0
26685.0,16.620000000000005,86,19089.0
26690.0,23.25,64,16764.0
26695.0,3.079999999999984,51,16456.0
26700.0,23.379999999999995,32,14118.0
26705.0,3.6500000000000057,30,13753.0
26710.0,9.340000000000003,34,12819.0
26715.0,2.039999999999992,46,12615.0
26720.0,7.219999999999999,42,11893.0
26725.0,9.050000000000011,36,10988.0
26730.0,27.5,29,8238.0
26735.0,7.25,25,7513.0
26740.0,6.459999999999994,29,6867.0
26745.0,0.7999999999999972,34,6787.0
26750.0,-2.319999999999993,41,7019.0
26755.0,1.7800000000000011,44,6841.0
26760.0,7.019999999999996,43,6139.0
26765.0,-0.030000000000001137,40,6142.0
26770.0,-2.1999999999999957,48,6362.0
26775.0,-2.6000000000000014,55,6622.0
26780.0,-2.950000000000003,62,6917.0
26785.0,-3.3700000000000045,71,7254.0
26790.0,-1.9599999999999937,74,7450.0
26795.0,1.3900000000000006,71,7311.0
26800.0,-3.5900000000000034,73,7670.0
26805.0,-4.730000000000004,84,8143.0
26810.0,-3.5,92,8493.0
26815.0,-5.519999999999996,97,9045.0
26820.0,-4.989999999999995,101,9544.0
26825.0,-5.049999999999997,101,10049.0
26830.0,-5.13000000000001,104,10562.0
26835.0,-5.25,105,11087.0
26840.0,-5.25,106,11612.0
26845.0,-5.25,105,12137.0
26850.0,-5.25,105,12662.0
26855.0,0.45000000000000284,93,12617.0
26860.0,6.469999999999999,83,11970.0
26865.0,6.719999999999999,65,11298.0
26870.0,25.03,40,8795.0
26875.0,-0.4899999999999949,38,8844.0
26880.0,-4.3700000000000045,44,9281.0
26885.0,-5.959999999999994,59,9877.0
26890.0,-0.9900000000000091,59,9976.0
26895.0,6.1000000000000085,57,9366.0
26900.0,-3.0700000000000074,58,9673.0
26905.0,-2.8799999999999955,56,9961.0
26910.0,-2.950000000000003,62,10256.0
26915.0,-3.6499999999999915,72,10621.0
26920.0,-3.740000000000009,77,10995.0
26925.0,-3.75,74,11370.0
26930.0,-3.780000000000001,78,11748.0
26935.0,-4.060000000000002,84,12154.0
26940.0,-4.459999999999994,91,12600.0
26945.0,-0.269999999999996,87,12627.0
26950.0,7.509999999999991,78,11876.0
26955.0,-3.6599999999999966,76,12242.0
26960.0,-3.539999999999992,71,12596.0
26965.0,-3.489999999999995,72,12945.0
26970.0,-3.240000000000009,72,13269.0
26975.0,-3.4499999999999886,68,13614.0
26980.0,-3.4000000000000057,70,13954.0
26985.0,-3.730000000000018,79,14327.0
26990.0,-4.119999999999976,86,14739.0
26995.0,0.5299999999999727,80,14686.0
27000.0,8.620000000000005,72,13824.0
27005.0,-3.319999999999993,69,14156.0
27010.0,-3.460000000000008,70,14502.0
27015.0,-3.4499999999999886,69,14847.0
27020.0,-3.3499999999999943,65,15182.0
27025.0,-3.3499999999999943,68,15517.0
27030.0,-3.5100000000000193,72,15868.0
27035.0,-3.6899999999999977,77,16237.0
27040.0,-3.930000000000007,80,16630.0
27045.0,-4.1299999999999955,85,17043.0
27050.0,-4.319999999999993,89,17475.0
27055.0,-4.400000000000006,88,17915.0
27060.0,-4.489999999999981,91,18364.0
27065.0,-4.550000000000011,91,18819.0
27070.0,-4.550000000000011,91,19274.0
27075.0,-4.549999999999983,91,19729.0
27080.0,-4.560000000000002,92,20185.0
27085.0,-4.599999999999994,92,20645.0
27090.0,-4.640000000000015,93,21109.0
27095.0,-4.6699999999999875,94,21576.0
27100.0,-4.730000000000018,95,22049.0
27105.0,-4.8700000000000045,98,22536.0
27110.0,-4.9199999999999875,99,23028.0
27115.0,-4.949999999999989,99,23523.0
27120.0,-4.950000000000017,100,24018.0
27125.0,-4.9599999999999795,100,24514.0
27130.0,-5.0800000000000125,102,25022.0
27135.0,-5.099999999999994,102,25532.0
27140.0,-5.139999999999986,104,26046.0
27145.0,-5.270000000000039,106,26573.0
27150.0,-5.2999999999999545,106,27103.0
27155.0,5.029999999999973,94,26600.0
27160.0,19.75,81,24625.0
27165.0,-3.75,74,25000.0
27170.0,1.0800000000000125,70,24892.0
27175.0,-2.0700000000000216,64,25099.0
27180.0,-2.280000000000001,64,25327.0
27185.0,-2.859999999999985,69,25613.0
27190.0,-4.8700000000000045,74,26100.0
27195.0,-4.899999999999977,85,26590.0
27200.0,-4.5400000000000205,95,27044.0
27205.0,-4.78000000000003,97,27522.0
27210.0,-4.859999999999957,98,28008.0
27215.0,-4.970000000000027,100,28505.0
27220.0,-5.0,100,29005.0
27225.0,-5.0,100,29505.0
27230.0,-5.0,100,30005.0
27235.0,3.490000000000009,90,29656.0
27240.0,14.990000000000009,71,28157.0
27245.0,3.849999999999966,67,27772.0
27250.0,-0.839999999999975,59,27856.0
27255.0,-2.569999999999993,59,28113.0
27260.0,-3.1399999999999864,65,28427.0
27265.0,24.039999999999964,60,26023.0
27270.0,53.170000000000016,59,20706.0
27275.0,11.949999999999989,54,19511.0
27280.0,9.340000000000003,42,18577.0
27285.0,14.659999999999997,33,17111.0
27290.0,15.970000000000027,29,15514.0
27295.0,6.149999999999977,22,14899.0
27300.0,10.340000000000003,20,13865.0
27305.0,-10.039999999999992,21,14869.0
27310.0,11.680000000000007,20,13701.0
27315.0,16.319999999999993,17,12069.0
27320.0,14.739999999999995,20,10595.0
27325.0,5.510000000000005,18,10044.0
27330.0,19.879999999999995,12,8056.0
27335.0,9.269999999999996,19,7129.0
