step_time,reward,total_stopped,total_wait_time
25205.0,0.0,0,0.0
25210.0,0.0,1,0.0
25215.0,0.0,1,2.0
25220.0,0.0,2,11.0
25225.0,0.0,5,27.0
25230.0,-0.05,8,56.0
25235.0,0.05,5,76.0
25240.0,-0.03,10,113.0
25245.0,0.03,9,144.0
25250.0,-0.04,9,181.0
25255.0,0.02,6,184.0
25260.0,-0.06999999999999999,8,220.0
25265.0,0.01999999999999999,9,256.0
25270.0,0.020000000000000004,12,295.0
25275.0,0.020000000000000004,10,324.0
25280.0,0.009999999999999998,10,299.0
25285.0,0.0,5,198.0
25290.0,-0.009999999999999998,1,125.0
25295.0,0.009999999999999998,4,141.0
25300.0,0.0,8,174.0
25305.0,0.0,8,207.0
25310.0,0.0,7,228.0
25315.0,0.0,10,265.0
25320.0,-0.02,10,315.0
25325.0,0.0,8,264.0
25330.0,0.0,4,156.0
25335.0,-0.07999999999999999,7,173.0
25340.0,0.039999999999999994,6,159.0
25345.0,0.0,9,199.0
25350.0,0.04,12,239.0
25355.0,0.0,10,280.0
25360.0,-0.030000000000000006,10,321.0
25365.0,-0.12,11,370.0
25370.0,0.08,13,418.0
25375.0,0.020000000000000004,12,460.0
25380.0,0.0,12,509.0
25385.0,0.0,11,565.0
25390.0,-0.020000000000000004,12,477.0
25395.0,-0.009999999999999995,3,195.0
25400.0,-0.05000000000000002,2,195.0
25405.0,0.1,7,208.0
25410.0,0.0,6,230.0
25415.0,0.0,8,265.0
25420.0,0.0,10,312.0
25425.0,0.0,12,354.0
25430.0,0.0,9,311.0
25435.0,-0.07999999999999999,4,168.0
25440.0,0.039999999999999994,4,181.0
25445.0,-0.030000000000000013,7,182.0
25450.0,0.1,7,208.0
25455.0,0.0,7,247.0
25460.0,0.0,8,285.0
25465.0,0.0,10,329.0
25470.0,0.0,11,380.0
25475.0,-0.010000000000000002,10,355.0
25480.0,0.010000000000000002,10,401.0
25485.0,-0.019999999999999997,10,450.0
25490.0,0.019999999999999997,11,500.0
25495.0,0.0,8,497.0
25500.0,0.0,10,536.0
25505.0,0.0,11,582.0
25510.0,0.04,11,630.0
25515.0,-0.01,12,686.0
25520.0,0.01,11,738.0
25525.0,0.0,13,802.0
25530.0,0.0,11,833.0
25535.0,0.0,13,891.0
25540.0,-0.02,15,956.0
25545.0,0.02,11,683.0
25550.0,0.0,3,423.0
25555.0,0.0,8,450.0
25560.0,0.0,14,507.0
25565.0,-0.02,15,555.0
25570.0,0.02,9,436.0
25575.0,-0.01,6,172.0
25580.0,0.01,3,118.0
25585.0,-0.03,6,163.0
25590.0,0.03,10,205.0
25595.0,0.0,14,254.0
25600.0,0.0,8,251.0
25605.0,-0.06,4,169.0
25610.0,0.06,2,171.0
25615.0,0.0,5,188.0
25620.0,0.0,8,220.0
25625.0,-0.01,14,241.0
25630.0,0.01,4,127.0
25635.0,0.0,2,124.0
25640.0,0.0,6,173.0
25645.0,0.0,10,210.0
25650.0,0.0,11,204.0
25655.0,-0.04,8,143.0
25660.0,-0.019999999999999997,3,149.0
25665.0,0.009999999999999995,9,169.0
25670.0,0.010000000000000002,8,180.0
25675.0,0.010000000000000002,9,200.0
25680.0,0.0,7,201.0
25685.0,-0.09,6,159.0
25690.0,0.12,3,117.0
25695.0,0.0,6,136.0
25700.0,0.0,8,138.0
25705.0,-0.01,11,138.0
25710.0,0.01,4,76.0
25715.0,-0.04,2,75.0
25720.0,0.03,5,82.0
25725.0,-0.07,11,122.0
25730.0,0.05,7,130.0
25735.0,0.03,3,87.0
25740.0,0.0,5,105.0
25745.0,0.0,5,123.0
25750.0,-0.02,10,161.0
25755.0,0.0,10,194.0
25760.0,0.0,12,240.0
25765.0,0.0,8,229.0
25770.0,0.02,6,153.0
25775.0,0.0,3,158.0
25780.0,0.0,7,179.0
25785.0,-0.04,12,231.0
25790.0,0.04,8,192.0
25795.0,-0.02,8,222.0
25800.0,-0.009999999999999998,13,271.0
25805.0,-0.05,10,313.0
25810.0,0.06,8,315.0
25815.0,0.0,8,350.0
25820.0,0.0,8,387.0
25825.0,-0.06999999999999999,10,414.0
25830.0,0.06999999999999999,11,449.0
25835.0,0.0,8,480.0
25840.0,0.0,10,525.0
25845.0,-0.039999999999999994,8,472.0
25850.0,0.039999999999999994,5,233.0
25855.0,0.0,6,254.0
25860.0,0.0,10,290.0
25865.0,-0.009999999999999998,14,343.0
25870.0,0.009999999999999998,11,295.0
25875.0,0.0,5,173.0
25880.0,0.02,9,200.0
25885.0,0.0,11,196.0
25890.0,0.0,13,223.0
25895.0,-0.05,10,224.0
25900.0,0.05,7,164.0
25905.0,0.0,5,169.0
25910.0,-0.01,6,156.0
25915.0,-0.060000000000000005,7,175.0
25920.0,0.07,7,200.0
25925.0,0.0,12,254.0
25930.0,0.0,10,292.0
25935.0,-0.01,7,306.0
25940.0,0.0,8,339.0
25945.0,0.0,15,392.0
25950.0,0.0,10,426.0
25955.0,0.0,9,438.0
25960.0,-0.049999999999999996,11,481.0
25965.0,0.039999999999999994,12,520.0
25970.0,0.0,13,560.0
25975.0,0.0,9,474.0
25980.0,-0.06,4,224.0
25985.0,0.04,5,227.0
25990.0,0.0,10,236.0
25995.0,0.0,10,259.0
26000.0,-0.060000000000000005,10,293.0
26005.0,0.09000000000000001,14,341.0
26010.0,-0.01,12,379.0
26015.0,-0.02,13,412.0
26020.0,-0.019999999999999997,16,468.0
26025.0,0.03,17,509.0
26030.0,-0.14,19,591.0
26035.0,-0.13999999999999999,23,686.0
26040.0,0.07,22,755.0
26045.0,0.03999999999999998,23,821.0
26050.0,-0.08000000000000002,20,917.0
26055.0,-0.009999999999999953,21,990.0
26060.0,0.24999999999999997,23,1054.0
26065.0,-0.030000000000000006,24,1064.0
26070.0,-0.04999999999999999,19,1158.0
26075.0,0.09999999999999999,20,1228.0
26080.0,0.02,21,1277.0
26085.0,-0.04,22,1338.0
26090.0,0.04,15,1396.0
26095.0,-0.03,21,1480.0
26100.0,-0.020000000000000004,20,1556.0
26105.0,0.030000000000000002,15,1296.0
26110.0,-0.06999999999999999,5,675.0
26115.0,0.06,9,639.0
26120.0,-0.05,13,668.0
26125.0,0.03,21,745.0
26130.0,-0.09999999999999999,18,827.0
26135.0,-0.020000000000000018,10,593.0
26140.0,0.0,8,212.0
26145.0,0.020000000000000018,11,246.0
26150.0,0.01999999999999999,12,272.0
26155.0,0.04000000000000001,14,305.0
26160.0,-0.09,17,365.0
